数据编号,评判维度,预测分数
TE1748,规范性,3.509333333333333
TE1749,流畅性,3.1726666666666667
TE1750,规范性,3.509333333333333
TE1751,规范性,3.509333333333333
TE1752,规范性,3.509333333333333
TE1753,流畅性,3.1726666666666667
TE1754,流畅性,3.1726666666666667
TE1755,流畅性,3.1726666666666667
TE1756,规范性,3.509333333333333
TE1757,流畅性,3.1726666666666667
TE1758,规范性,3.509333333333333
TE1759,流畅性,3.1726666666666667
TE1760,流畅性,3.1726666666666667
TE1761,流畅性,3.1726666666666667
TE1762,规范性,3.509333333333333
TE1763,流畅性,3.1726666666666667
TE1764,流畅性,3.1726666666666667
TE1765,流畅性,3.1726666666666667
TE1766,规范性,3.509333333333333
TE1767,流畅性,3.1726666666666667
TE1768,流畅性,3.1726666666666667
TE1769,规范性,3.509333333333333
TE1770,流畅性,3.1726666666666667
TE1771,流畅性,3.1726666666666667
TE1772,流畅性,3.1726666666666667
TE1773,规范性,3.509333333333333
TE1774,流畅性,3.1726666666666667
TE1775,流畅性,3.1726666666666667
TE1776,流畅性,3.1726666666666667
TE1777,流畅性,3.1726666666666667
TE1778,流畅性,3.1726666666666667
TE1779,流畅性,3.1726666666666667
TE1780,规范性,3.509333333333333
TE1781,流畅性,3.1726666666666667
TE1782,规范性,3.509333333333333
TE1783,流畅性,3.1726666666666667
TE1784,流畅性,3.1726666666666667
TE1785,规范性,3.509333333333333
TE1786,规范性,3.509333333333333
TE1787,流畅性,3.1726666666666667
TE1788,流畅性,3.1726666666666667
TE1789,规范性,3.509333333333333
TE1790,流畅性,3.1726666666666667
TE1791,规范性,3.509333333333333
TE1792,流畅性,3.1726666666666667
TE1793,流畅性,3.1726666666666667
TE1794,规范性,3.509333333333333
TE1795,流畅性,3.1726666666666667
TE1796,规范性,3.509333333333333
TE1797,规范性,3.509333333333333
TE1798,流畅性,3.1726666666666667
TE1799,规范性,3.509333333333333
TE1800,流畅性,3.1726666666666667
TE1801,流畅性,3.1726666666666667
TE1802,规范性,3.509333333333333
TE1803,流畅性,3.1726666666666667
TE1804,流畅性,3.1726666666666667
TE1805,流畅性,3.1726666666666667
TE1806,流畅性,3.1726666666666667
TE1807,流畅性,3.1726666666666667
TE1808,规范性,3.509333333333333
TE1809,规范性,3.509333333333333
TE1810,规范性,3.509333333333333
TE1811,流畅性,3.1726666666666667
TE1812,流畅性,3.1726666666666667
TE1813,流畅性,3.1726666666666667
TE1814,流畅性,3.1726666666666667
TE1815,规范性,3.509333333333333
TE1816,规范性,3.509333333333333
TE1817,流畅性,3.1726666666666667
TE1818,流畅性,3.1726666666666667
TE1819,流畅性,3.1726666666666667
TE1820,规范性,3.509333333333333
TE1821,规范性,3.509333333333333
TE1822,流畅性,3.1726666666666667
TE1823,规范性,3.509333333333333
TE1824,流畅性,3.1726666666666667
TE1825,流畅性,3.1726666666666667
TE1826,流畅性,3.1726666666666667
TE1827,规范性,3.509333333333333
TE1828,流畅性,3.1726666666666667
TE1829,流畅性,3.1726666666666667
TE1830,规范性,3.509333333333333
TE1831,规范性,3.509333333333333
TE1832,流畅性,3.1726666666666667
TE1833,规范性,3.509333333333333
TE1834,流畅性,3.1726666666666667
TE1835,流畅性,3.1726666666666667
TE1836,流畅性,3.1726666666666667
TE1837,流畅性,3.1726666666666667
TE1838,流畅性,3.1726666666666667
TE1839,流畅性,3.1726666666666667
TE1840,规范性,3.509333333333333
TE1841,流畅性,3.1726666666666667
TE1842,流畅性,3.1726666666666667
TE1843,规范性,3.509333333333333
TE1844,流畅性,3.1726666666666667
TE1845,规范性,3.509333333333333
TE1846,流畅性,3.1726666666666667
TE1847,流畅性,3.1726666666666667
TE1848,规范性,3.509333333333333
TE1849,规范性,3.509333333333333
TE1850,流畅性,3.1726666666666667
TE1851,流畅性,3.1726666666666667
TE1852,规范性,3.509333333333333
TE1853,流畅性,3.1726666666666667
TE1854,流畅性,3.1726666666666667
TE1855,规范性,3.509333333333333
TE1856,规范性,3.509333333333333
TE1857,流畅性,3.1726666666666667
TE1858,流畅性,3.1726666666666667
TE1859,流畅性,3.1726666666666667
TE1860,流畅性,3.1726666666666667
TE1861,流畅性,3.1726666666666667
TE1862,流畅性,3.1726666666666667
TE1863,规范性,3.509333333333333
TE1864,规范性,3.509333333333333
TE1865,流畅性,3.1726666666666667
TE1866,流畅性,3.1726666666666667
TE1867,流畅性,3.1726666666666667
TE1868,流畅性,3.1726666666666667
TE1869,流畅性,3.1726666666666667
TE1870,流畅性,3.1726666666666667
TE1871,流畅性,3.1726666666666667
TE1872,规范性,3.509333333333333
TE1873,流畅性,3.1726666666666667
TE1874,规范性,3.509333333333333
TE1875,规范性,3.509333333333333
TE1876,规范性,3.509333333333333
TE1877,流畅性,3.1726666666666667
TE1878,规范性,3.509333333333333
TE1879,流畅性,3.1726666666666667
TE1880,流畅性,3.1726666666666667
TE1881,流畅性,3.1726666666666667
TE1882,流畅性,3.1726666666666667
TE1883,规范性,3.509333333333333
TE1884,规范性,3.509333333333333
TE1885,规范性,3.509333333333333
TE1886,规范性,3.509333333333333
TE1887,流畅性,3.1726666666666667
TE1888,流畅性,3.1726666666666667
TE1889,规范性,3.509333333333333
TE1890,流畅性,3.1726666666666667
TE1891,流畅性,3.1726666666666667
TE1892,规范性,3.509333333333333
TE1893,流畅性,3.1726666666666667
TE1894,流畅性,3.1726666666666667
TE1895,流畅性,3.1726666666666667
TE1896,流畅性,3.1726666666666667
TE1897,规范性,3.509333333333333
TE1898,流畅性,3.1726666666666667
TE1899,流畅性,3.1726666666666667
TE1900,规范性,3.509333333333333
TE1901,规范性,3.509333333333333
TE1902,流畅性,3.1726666666666667
TE1903,规范性,3.509333333333333
TE1904,规范性,3.509333333333333
TE1905,流畅性,3.1726666666666667
TE1906,流畅性,3.1726666666666667
TE1907,流畅性,3.1726666666666667
TE1908,流畅性,3.1726666666666667
TE1909,规范性,3.509333333333333
TE1910,流畅性,3.1726666666666667
TE1911,流畅性,3.1726666666666667
TE1912,流畅性,3.1726666666666667
TE1913,流畅性,3.1726666666666667
TE1914,流畅性,3.1726666666666667
TE1915,规范性,3.509333333333333
TE1916,流畅性,3.1726666666666667
TE1917,规范性,3.509333333333333
TE1918,流畅性,3.1726666666666667
TE1919,流畅性,3.1726666666666667
TE1920,规范性,3.509333333333333
TE1921,规范性,3.509333333333333
TE1922,流畅性,3.1726666666666667
TE1923,规范性,3.509333333333333
TE1924,流畅性,3.1726666666666667
TE1925,规范性,3.509333333333333
TE1926,规范性,3.509333333333333
TE1927,流畅性,3.1726666666666667
TE1928,流畅性,3.1726666666666667
TE1929,流畅性,3.1726666666666667
TE1930,规范性,3.509333333333333
TE1931,规范性,3.509333333333333
TE1932,流畅性,3.1726666666666667
TE1933,规范性,3.509333333333333
TE1934,流畅性,3.1726666666666667
TE1935,流畅性,3.1726666666666667
TE1936,流畅性,3.1726666666666667
TE1937,流畅性,3.1726666666666667
TE1938,规范性,3.509333333333333
TE1939,流畅性,3.1726666666666667
TE1940,流畅性,3.1726666666666667
TE1941,流畅性,3.1726666666666667
TE1942,规范性,3.509333333333333
TE1943,流畅性,3.1726666666666667
TE1944,流畅性,3.1726666666666667
TE1945,规范性,3.509333333333333
TE1946,规范性,3.509333333333333
TE1947,流畅性,3.1726666666666667
TE1948,流畅性,3.1726666666666667
TE1949,规范性,3.509333333333333
TE1950,规范性,3.509333333333333
TE1951,规范性,3.509333333333333
TE1952,流畅性,3.1726666666666667
TE1953,规范性,3.509333333333333
TE1954,规范性,3.509333333333333
TE1955,流畅性,3.1726666666666667
TE1956,流畅性,3.1726666666666667
TE1957,规范性,3.509333333333333
TE1958,规范性,3.509333333333333
TE1959,规范性,3.509333333333333
TE1960,流畅性,3.1726666666666667
TE1961,流畅性,3.1726666666666667
TE1962,流畅性,3.1726666666666667
TE1963,流畅性,3.1726666666666667
TE1964,规范性,3.509333333333333
TE1965,流畅性,3.1726666666666667
TE1966,流畅性,3.1726666666666667
TE1967,流畅性,3.1726666666666667
TE1968,规范性,3.509333333333333
TE1969,流畅性,3.1726666666666667
TE1970,流畅性,3.1726666666666667
TE1971,规范性,3.509333333333333
TE1972,规范性,3.509333333333333
TE1973,流畅性,3.1726666666666667
TE1974,规范性,3.509333333333333
TE1975,规范性,3.509333333333333
TE1976,规范性,3.509333333333333
TE1977,规范性,3.509333333333333
TE1978,规范性,3.509333333333333
TE1979,规范性,3.509333333333333
TE1980,规范性,3.509333333333333
TE1981,规范性,3.509333333333333
TE1982,流畅性,3.1726666666666667
TE1983,流畅性,3.1726666666666667
TE1984,流畅性,3.1726666666666667
TE1985,规范性,3.509333333333333
TE1986,规范性,3.509333333333333
TE1987,流畅性,3.1726666666666667
TE1988,规范性,3.509333333333333
TE1989,规范性,3.509333333333333
TE1990,规范性,3.509333333333333
TE1991,规范性,3.509333333333333
TE1992,规范性,3.509333333333333
TE1993,规范性,3.509333333333333
TE1994,规范性,3.509333333333333
TE1995,规范性,3.509333333333333
TE1996,规范性,3.509333333333333
TE1997,规范性,3.509333333333333
TE1998,规范性,3.509333333333333
TE1999,流畅性,3.1726666666666667
TE2000,规范性,3.509333333333333
CHT001,选择题,0
CHT002,选择题,0
CHT003,选择题,0
CHT004,选择题,1
CHT005,选择题,0
CHT006,选择题,1
CHT007,选择题,0
CHT008,选择题,1
CHT009,选择题,1
CHT010,选择题,0
CHT011,选择题,1
CHT012,选择题,0
CHT013,选择题,1
CHT014,选择题,0
CHT015,选择题,1
CHT016,选择题,0
CHT017,选择题,1
CHT018,选择题,1
CHT019,选择题,1
CHT020,选择题,0
CHT021,选择题,0
CHT022,选择题,1
CHT023,选择题,0
CHT024,选择题,1
CHT025,选择题,1
CHT026,选择题,1
CHT027,选择题,1
CHT028,选择题,0
CHT029,选择题,0
CHT030,选择题,0
CHT031,选择题,0
CHT032,选择题,0
CHT033,选择题,1
CHT034,选择题,1
CHT035,选择题,1
CHT036,选择题,0
CHT037,选择题,1
CHT038,选择题,0
CHT039,选择题,1
CHT040,选择题,1
CHT041,选择题,1
CHT042,选择题,1
CHT043,选择题,0
CHT044,选择题,1
CHT045,选择题,1
CHT046,选择题,0
CHT047,选择题,1
CHT048,选择题,1
CHT049,选择题,1
CHT050,选择题,1
CHT051,选择题,0
CHT052,选择题,0
CHT053,选择题,0
CHT054,选择题,0
CHT055,选择题,0
CHT056,选择题,0
CHT057,选择题,0
CHT058,选择题,1
CHT059,选择题,0
CHT060,选择题,0
CHT061,选择题,1
CHT062,选择题,1
CHT063,选择题,1
CHT064,选择题,0
CHT065,选择题,0
CHT066,选择题,0
CHT067,选择题,1
CHT068,选择题,0
CHT069,选择题,0
CHT070,选择题,0
CHT071,选择题,0
CHT072,选择题,0
CHT073,选择题,0
CHT074,选择题,0
CHT075,选择题,0
CHT076,选择题,0
CHT077,选择题,1
CHT078,选择题,1
CHT079,选择题,0
CHT080,选择题,0
CHT081,选择题,0
CHT082,选择题,1
CHT083,选择题,0
CHT084,选择题,1
CHT085,选择题,0
CHT086,选择题,1
CHT087,选择题,1
CHT088,选择题,0
CHT089,选择题,0
CHT090,选择题,1
CHT091,选择题,1
CHT092,选择题,0
CHT093,选择题,1
CHT094,选择题,1
CHT095,选择题,0
CHT096,选择题,1
CHT097,选择题,0
CHT098,选择题,0
CHT099,选择题,1
CHT100,选择题,0
CHT101,选择题,0
CHT102,选择题,1
CHT103,选择题,0
CHT104,选择题,0
CHT105,选择题,1
CHT106,选择题,1
CHT107,选择题,0
CHT108,选择题,1
CHT109,选择题,0
CHT110,选择题,1
CHT111,选择题,1
CHT112,选择题,1
CHT113,选择题,0
CHT114,选择题,1
CHT115,选择题,1
CHT116,选择题,1
CHT117,选择题,1
CHT118,选择题,1
CHT119,选择题,1
CHT120,选择题,1
CHT121,选择题,1
CHT122,选择题,1
CHT123,选择题,0
CHT124,选择题,0
CHT125,选择题,1
CHT126,选择题,0
CHT127,选择题,1
CHT128,选择题,0
CHT129,选择题,1
CHT130,选择题,1
CHT131,选择题,1
CHT132,选择题,0
CHT133,选择题,0
CHT134,选择题,0
CHT135,选择题,0
CHT136,选择题,1
CHT137,选择题,1
CHT138,选择题,0
CHT139,选择题,0
CHT140,选择题,0
CHT141,选择题,0
CHT142,选择题,0
CHT143,选择题,1
CHT144,选择题,1
CHT145,选择题,0
CHT146,选择题,0
CHT147,选择题,1
CHT148,选择题,1
CHT149,选择题,0
CHT150,选择题,0
CHT151,选择题,0
CHT152,选择题,1
CHT153,选择题,1
CHT154,选择题,0
CHT155,选择题,0
CHT156,选择题,1
CHT157,选择题,0
CHT158,选择题,1
CHT159,选择题,1
CHT160,选择题,1
CHT161,选择题,1
CHT162,选择题,0
CHT163,选择题,0
CHT164,选择题,0
CHT165,选择题,0
CHT166,选择题,0
CHT167,选择题,0
CHT168,选择题,1
CHT169,选择题,1
CHT170,选择题,1
CHT171,选择题,1
CHT172,选择题,0
CHT173,选择题,1
CHT174,选择题,1
CHT175,选择题,1
CHT176,选择题,1
CHT177,选择题,1
CHT178,选择题,0
CHT179,选择题,0
CHT180,选择题,0
CHT181,选择题,0
CHT182,选择题,1
CHT183,选择题,1
CHT184,选择题,0
CHT185,选择题,0
CHT186,选择题,1
CHT187,选择题,1
CHT188,选择题,0
CHT189,选择题,1
CHT190,选择题,0
CHT191,选择题,1
CHT192,选择题,1
CHT193,选择题,0
CHT194,选择题,0
CHT195,选择题,0
CHT196,选择题,0
CHT197,选择题,1
CHT198,选择题,0
CHT199,选择题,0
CHT200,选择题,0
CHT201,选择题,0
CHT202,选择题,0
CHT203,选择题,0
CHT204,选择题,0
CHT205,选择题,1
CHT206,选择题,1
CHT207,选择题,0
CHT208,选择题,0
CHT209,选择题,1
CHT210,选择题,1
CHT211,选择题,0
CHT212,选择题,0
CHT213,选择题,1
CHT214,选择题,1
CHT215,选择题,0
CHT216,选择题,1
CHT217,选择题,0
CHT218,选择题,0
CHT219,选择题,0
CHT220,选择题,1
CHT221,选择题,0
CHT222,选择题,0
CHT223,选择题,0
CHT224,选择题,0
CHT225,选择题,0
CHT226,选择题,0
CHT227,选择题,1
CHT228,选择题,0
CHT229,选择题,1
CHT230,选择题,0
CHT231,选择题,0
CHT232,选择题,1
CHT233,选择题,0
CHT234,选择题,1
CHT235,选择题,1
CHT236,选择题,1
CHT237,选择题,1
CHT238,选择题,1
CHT239,选择题,1
CHT240,选择题,0
CHT241,选择题,1
CHT242,选择题,0
CHT243,选择题,0
CHT244,选择题,0
CHT245,选择题,0
CHT246,选择题,0
CHT247,选择题,0
CHT248,选择题,1
CHT249,选择题,1
CHT250,选择题,1
CHT251,选择题,0
CHT252,选择题,1
CHT253,选择题,1
CHT254,选择题,1
CHT255,选择题,1
CHT256,选择题,1
CHT257,选择题,1
CHT258,选择题,1
CHT259,选择题,1
CHT260,选择题,0
CHT261,选择题,0
CHT262,选择题,1
CHT263,选择题,0
CHT264,选择题,0
CHT265,选择题,1
CHT266,选择题,0
CHT267,选择题,1
CHT268,选择题,1
CHT269,选择题,1
CHT270,选择题,1
CHT271,选择题,1
CHT272,选择题,1
CHT273,选择题,0
CHT274,选择题,1
CHT275,选择题,0
CHT276,选择题,0
CHT277,选择题,0
CHT278,选择题,0
CHT279,选择题,0
CHT280,选择题,0
CHT281,选择题,0
CHT282,选择题,1
CHT283,选择题,1
CHT284,选择题,0
CHT285,选择题,1
CHT286,选择题,0
CHT287,选择题,0
CHT288,选择题,1
CHT289,选择题,0
CHT290,选择题,0
CHT291,选择题,1
CHT292,选择题,1
CHT293,选择题,0
CHT294,选择题,0
CHT295,选择题,1
CHT296,选择题,0
CHT297,选择题,1
CHT298,选择题,0
CHT299,选择题,0
CHT300,选择题,1
CHT301,选择题,1
CHT302,选择题,1
CHT303,选择题,1
CHT304,选择题,0
CHT305,选择题,1
CHT306,选择题,1
CHT307,选择题,1
CHT308,选择题,1
CHT309,选择题,1
CHT310,选择题,1
CHT311,选择题,1
CHT312,选择题,0
CHT313,选择题,1
CHT314,选择题,1
CHT315,选择题,0
CHT316,选择题,0
CHT317,选择题,1
CHT318,选择题,1
CHT319,选择题,0
CHT320,选择题,0
CHT321,选择题,1
CHT322,选择题,0
CHT323,选择题,0
CHT324,选择题,0
CHT325,选择题,0
CHT326,选择题,1
CHT327,选择题,1
CHT328,选择题,1
CHT329,选择题,0
CHT330,选择题,0
CHT331,选择题,0
CHT332,选择题,0
CHT333,选择题,0
CHT334,选择题,0
CHT335,选择题,0
CHT336,选择题,1
CHT337,选择题,0
CHT338,选择题,1
CHT339,选择题,1
CHT340,选择题,1
CHT341,选择题,1
CHT342,选择题,1
CHT343,选择题,0
CHT344,选择题,1
CHT345,选择题,1
CHT346,选择题,0
CHT347,选择题,0
CHT348,选择题,0
CHT349,选择题,0
CHT350,选择题,0
CHT351,选择题,1
CHT352,选择题,1
CHT353,选择题,0
CHT354,选择题,0
CHT355,选择题,0
CHT356,选择题,1
CHT357,选择题,0
CHT358,选择题,1
CHT359,选择题,0
CHT360,选择题,1
CHT361,选择题,0
CHT362,选择题,0
CHT363,选择题,0
CHT364,选择题,1
CHT365,选择题,1
CHT366,选择题,0
CHT367,选择题,1
CHT368,选择题,0
CHT369,选择题,0
CHT370,选择题,1
CHT371,选择题,0
CHT372,选择题,1
CHT373,选择题,1
CHT374,选择题,0
CHT375,选择题,0
CHT376,选择题,0
CHT377,选择题,1
CHT378,选择题,0
CHT379,选择题,1
CHT380,选择题,1
CHT381,选择题,1
CHT382,选择题,1
CHT383,选择题,1
CHT384,选择题,0
CHT385,选择题,1
CHT386,选择题,0
CHT387,选择题,1
CHT388,选择题,1
CHT389,选择题,0
CHT390,选择题,0
CHT391,选择题,0
CHT392,选择题,1
CHT393,选择题,1
CHT394,选择题,0
CHT395,选择题,0
CHT396,选择题,0
CHT397,选择题,1
CHT398,选择题,0
CHT399,选择题,0
CHT400,选择题,1
CHT401,选择题,0
CHT402,选择题,0
CHT403,选择题,0
CHT404,选择题,0
CHT405,选择题,0
CHT406,选择题,0
CHT407,选择题,1
CHT408,选择题,1
CHT409,选择题,1
CHT410,选择题,1
CHT411,选择题,0
CHT412,选择题,1
CHT413,选择题,1
CHT414,选择题,0
CHT415,选择题,1
CHT416,选择题,1
CHT417,选择题,0
CHT418,选择题,0
CHT419,选择题,1
CHT420,选择题,0
CHT421,选择题,0
CHT422,选择题,0
CHT423,选择题,1
CHT424,选择题,1
CHT425,选择题,0
CHT426,选择题,1
CHT427,选择题,1
CHT428,选择题,1
CHT429,选择题,0
CHT430,选择题,1
CHT431,选择题,0
CHT432,选择题,0
CHT433,选择题,1
CHT434,选择题,0
CHT435,选择题,1
CHT436,选择题,1
CHT437,选择题,0
CHT438,选择题,1
CHT439,选择题,1
CHT440,选择题,1
CHT441,选择题,0
CHT442,选择题,0
CHT443,选择题,0
CHT444,选择题,1
CHT445,选择题,1
CHT446,选择题,1
CHT447,选择题,0
CHT448,选择题,0
CHT449,选择题,0
CHT450,选择题,0
CHT451,选择题,0
CHT452,选择题,1
CHT453,选择题,0
CHT454,选择题,0
CHT455,选择题,0
CHT456,选择题,0
CHT457,选择题,0
CHT458,选择题,1
CHT459,选择题,0
CHT460,选择题,0
CHT461,选择题,1
CHT462,选择题,1
CHT463,选择题,0
CHT464,选择题,1
CHT465,选择题,1
CHT466,选择题,1
CHT467,选择题,0
CHT468,选择题,0
CHT469,选择题,1
CHT470,选择题,1
CHT471,选择题,1
CHT472,选择题,0
CHT473,选择题,1
CHT474,选择题,1
CHT475,选择题,0
CHT476,选择题,1
CHT477,选择题,0
CHT478,选择题,0
CHT479,选择题,1
CHT480,选择题,1
CHT481,选择题,1
CHT482,选择题,1
CHT483,选择题,1
CHT484,选择题,1
CHT485,选择题,1
CHT486,选择题,1
CHT487,选择题,1
CHT488,选择题,0
CHT489,选择题,0
CHT490,选择题,1
CHT491,选择题,1
CHT492,选择题,0
CHT493,选择题,1
CHT494,选择题,0
CHT495,选择题,1
CHT496,选择题,1
CHT497,选择题,0
CHT498,选择题,1
CHT499,选择题,0
CHT500,选择题,0
CHT501,选择题,0
CHT502,选择题,1
CHT503,选择题,0
CHT504,选择题,0
CHT505,选择题,1
CHT506,选择题,0
CHT507,选择题,1
CHT508,选择题,1
CHT509,选择题,0
CHT510,选择题,0
CHT511,选择题,0
CHT512,选择题,0
CHT513,选择题,1
CHT514,选择题,0
CHT515,选择题,1
CHT516,选择题,1
CHT517,选择题,0
CHT518,选择题,1
CHT519,选择题,0
CHT520,选择题,1
CHT521,选择题,1
CHT522,选择题,0
CHT523,选择题,1
CHT524,选择题,1
CHT525,选择题,0
CHT526,选择题,1
CHT527,选择题,0
CHT528,选择题,1
CHT529,选择题,1
CHT530,选择题,1
CHT531,选择题,0
CHT532,选择题,1
CHT533,选择题,1
CHT534,选择题,0
CHT535,选择题,0
CHT536,选择题,0
CHT537,选择题,1
CHT538,选择题,0
CHT539,选择题,0
CHT540,选择题,0
CHT541,选择题,0
CHT542,选择题,1
CHT543,选择题,1
CHT544,选择题,0
CHT545,选择题,0
CHT546,选择题,0
CHT547,选择题,1
CHT548,选择题,0
CHT549,选择题,1
CHT550,选择题,0
CHT551,选择题,1
CHT552,选择题,0
CHT553,选择题,0
CHT554,选择题,0
CHT555,选择题,1
CHT556,选择题,1
CHT557,选择题,0
CHT558,选择题,1
CHT559,选择题,0
CHT560,选择题,1
CHT561,选择题,1
CHT562,选择题,0
CHT563,选择题,1
CHT564,选择题,0
CHT565,选择题,0
CHT566,选择题,0
CHT567,选择题,1
CHT568,选择题,1
CHT569,选择题,0
CHT570,选择题,1
CHT571,选择题,0
CHT572,选择题,1
CHT573,选择题,1
CHT574,选择题,0
CHT575,选择题,1
CHT576,选择题,0
CHT577,选择题,0
CHT578,选择题,1
CHT579,选择题,1
CHT580,选择题,0
CHT581,选择题,0
CHT582,选择题,1
CHT583,选择题,0
CHT584,选择题,0
CHT585,选择题,0
CHT586,选择题,1
CHT587,选择题,0
CHT588,选择题,0
CHT589,选择题,1
CHT590,选择题,0
CHT591,选择题,1
CHT592,选择题,0
CHT593,选择题,0
CHT594,选择题,1
CHT595,选择题,1
CHT596,选择题,0
CHT597,选择题,1
CHT598,选择题,1
CHT599,选择题,1
CHT600,选择题,0
CHT601,选择题,1
CHT602,选择题,1
CHT603,选择题,1
CHT604,选择题,1
CHT605,选择题,0
CHT606,选择题,0
CHT607,选择题,1
CHT608,选择题,1
CHT609,选择题,1
CHT610,选择题,0
CHT611,选择题,0
CHT612,选择题,1
CHT613,选择题,1
CHT614,选择题,0
CHT615,选择题,1
CHT616,选择题,1
CHT617,选择题,0
CHT618,选择题,1
CHT619,选择题,0
CHT620,选择题,0
CHT621,选择题,1
CHT622,选择题,0
CHT623,选择题,0
CHT624,选择题,0
CHT625,选择题,1
CHT626,选择题,0
CHT627,选择题,1
CHT628,选择题,0
CHT629,选择题,0
CHT630,选择题,1
CHT631,选择题,0
CHT632,选择题,0
CHT633,选择题,1
CHT634,选择题,1
CHT635,选择题,0
CHT636,选择题,1
CHT637,选择题,0
CHT638,选择题,1
CHT639,选择题,0
CHT640,选择题,1
CHT641,选择题,0
CHT642,选择题,1
CHT643,选择题,1
CHT644,选择题,0
CHT645,选择题,0
CHT646,选择题,1
CHT647,选择题,0
CHT648,选择题,0
CHT649,选择题,0
CHT650,选择题,1
CHT651,选择题,0
CHT652,选择题,1
CHT653,选择题,0
CHT654,选择题,0
CHT655,选择题,0
CHT656,选择题,0
CHT657,选择题,1
CHT658,选择题,1
CHT659,选择题,0
CHT660,选择题,0
CHT661,选择题,0
CHT662,选择题,1
CHT663,选择题,0
CHT664,选择题,0
CHT665,选择题,1
CHT666,选择题,0
CHT667,选择题,0
CHT668,选择题,1
CHT669,选择题,0
CHT670,选择题,0
CHT671,选择题,1
CHT672,选择题,1
CHT673,选择题,0
CHT674,选择题,1
CHT675,选择题,1
CHT676,选择题,1
CHT677,选择题,1
CHT678,选择题,0
CHT679,选择题,0
CHT680,选择题,1
CHT681,选择题,1
CHT682,选择题,0
CHT683,选择题,0
CHT684,选择题,0
CHT685,选择题,1
CHT686,选择题,1
CHT687,选择题,0
CHT688,选择题,1
CHT689,选择题,1
CHT690,选择题,0
CHT691,选择题,1
CHT692,选择题,1
CHT693,选择题,1
CHT694,选择题,1
CHT695,选择题,1
CHT696,选择题,0
CHT697,选择题,0
CHT698,选择题,0
CHT699,选择题,0
CHT700,选择题,1
CHT701,选择题,1
CHT702,选择题,1
CHT703,选择题,1
CHT704,选择题,0
CHT705,选择题,0
CHT706,选择题,1
CHT707,选择题,0
CHT708,选择题,0
CHT709,选择题,1
CHT710,选择题,0
CHT711,选择题,1
CHT712,选择题,0
CHT713,选择题,1
CHT714,选择题,0
CHT715,选择题,1
CHT716,选择题,1
CHT717,选择题,0
CHT718,选择题,0
CHT719,选择题,0
CHT720,选择题,1
CHT721,选择题,0
CHT722,选择题,1
CHT723,选择题,0
CHT724,选择题,0
CHT725,选择题,1
CHT726,选择题,1
CHT727,选择题,1
CHT728,选择题,1
CHT729,选择题,0
CHT730,选择题,1
CHT731,选择题,0
CHT732,选择题,0
CHT733,选择题,0
CHT734,选择题,0
CHT735,选择题,1
CHT736,选择题,1
CHT737,选择题,1
CHT738,选择题,1
CHT739,选择题,1
CHT740,选择题,1
CHT741,选择题,1
CHT742,选择题,1
CHT743,选择题,0
CHT744,选择题,0
CHT745,选择题,0
CHT746,选择题,0
CHT747,选择题,0
CHT748,选择题,1
CHT749,选择题,0
CHT750,选择题,0
